company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_capacity1,storage_capacity2,storage_type1,storage_type2,weight_kg,gpu_brand,gpu_model,total_pixels
Acer,Swift 3,Ultrabook,14,Windows 10,884,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.6,Intel UHD Graphics,620,2073600
Acer,Aspire A515-51G-37JS,Notebook,15.6,Windows 10,572,1920,1080,1.777777778,Full HD,No,Intel,Core i3 7130U,2.7,4,256,0,SSD,None,2.2,Nvidia GeForce MX,130,2073600
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,Windows 10,598,1366,768,1.778645833,Other,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,2.05,Intel HD Graphics,620,1049088
HP,Probook 440,Notebook,14,Windows 10,988,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.63,Intel UHD Graphics,620,2073600
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,No OS,252.36,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,1000,0,HDD,None,1.9,Intel HD Graphics,500,1049088
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Windows 10,938,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,3,Nvidia GeForce GTX,1050,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,499,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,2.2,Nvidia GeForce,920,2073600
HP,Envy 13-AD007nv,Notebook,13.3,Windows 10,699,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
Acer,Aspire 5,Notebook,17.3,Windows 10,655,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7130U,2.7,4,1000,0,HDD,None,3,Nvidia GeForce MX,130,2073600
Lenovo,ThinkPad E480,Notebook,14,Windows 10,1116.02,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.75,AMD Radeon RX,550,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,869,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,0,SSD,None,2.4,Nvidia GeForce GTX,1050,2073600
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,602,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.1,Intel HD Graphics,520,1049088
HP,255 G6,Notebook,15.6,Windows 10,369,1366,768,1.778645833,Other,No,AMD,A6-Series 9220,2.5,4,256,0,SSD,None,1.86,AMD Radeon R,4,1049088
Asus,ZenBook UX430UA,Ultrabook,14,Windows 10,1099,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.25,Intel UHD Graphics,620,2073600
HP,EliteBook Folio,Ultrabook,12.5,Windows 10,2014,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core M 6Y75,1.2,8,512,0,SSD,None,0.97,Intel HD Graphics,515,8294400
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,344,1920,1080,1.777777778,Full HD,No,Intel,Celeron Dual Core N3350,1.1,4,1000,0,HDD,None,2,Intel HD Graphics,500,2073600
MSI,GE72MVR 7RG,Gaming,17.3,Windows 10,2029,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.9,Nvidia GeForce GTX,1070,2073600
Acer,Aspire A315-51,Notebook,15.6,Windows 10,447,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.1,Intel HD Graphics,520,1049088
Dell,Inspiron 5577,Gaming,15.6,Windows 10,1249.26,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.56,Nvidia GeForce GTX,1050,2073600
Dell,Inspiron 7567,Gaming,15.6,Windows 10,899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,1000,0,Hybrid,None,2.62,Nvidia GeForce GTX,1050,2073600
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,Windows 10,498,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,128,0,SSD,None,1.9,Intel HD Graphics,620,1049088
MSI,GE73VR 7RE,Gaming,17.3,Windows 10,1890,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.8,Nvidia GeForce GTX,1060,2073600
HP,EliteBook 840,Ultrabook,14,Windows 10,1082,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7500U,2.7,4,256,0,SSD,None,1.48,Intel HD Graphics,620,2073600
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Windows 10,619,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,6,256,0,SSD,None,1.91,AMD Radeon,520,2073600
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,Windows 10,629,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i3 7100U,2.4,4,256,0,SSD,None,1.74,Intel HD Graphics,620,2073600
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,1315,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.1,Intel HD Graphics,620,2073600
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,1049,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.56,Intel UHD Graphics,620,2073600
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,447,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2.2,4,500,0,HDD,None,2.1,Intel HD Graphics,520,1049088
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,403,1366,768,1.778645833,Other,No,AMD,A9-Series 9420,3,4,1000,0,HDD,None,2.03,AMD Radeon R,5,1049088
Acer,Aspire A517-51G,Notebook,17.3,Windows 10,805,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,256,0,SSD,None,3,Nvidia GeForce MX,150,2073600
Dell,Inspiron 3576,Notebook,15.6,Windows 10,728,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,2.13,AMD Radeon,520,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1079,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,0,SSD,None,2.5,Nvidia GeForce GTX,1050,2073600
Acer,Aspire A315-31,Notebook,15.6,Windows 10,348,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,1000,0,HDD,None,2.1,Intel HD Graphics,500,1049088
MSI,GE63VR 7RE,Gaming,15.6,Windows 10,1799,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.4,Nvidia GeForce GTX,1060,2073600
Acer,Aspire 3,Notebook,15.6,Windows 10,363.51,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N4200,1.1,4,1000,0,HDD,None,2.1,Intel HD Graphics,505,1049088
Dell,Inspiron 5577,Gaming,15.6,Windows 10,1060.49,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.56,Nvidia GeForce GTX,1050,2073600
Acer,Aspire A517-51G,Notebook,17.3,Windows 10,854,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,3,Nvidia GeForce MX,150,2073600
HP,ProBook 430,Notebook,13.3,Windows 10,754,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,500,0,HDD,None,1.49,Intel UHD Graphics,620,2073600
Huawei,MateBook X,Ultrabook,13,Windows 10,1349,2160,1440,1.5,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.05,Intel HD Graphics,620,3110400
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Windows 10,699,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,6,2000,0,HDD,None,2.71,AMD Radeon,520,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,No OS,309,1366,768,1.778645833,Other,No,AMD,A6-Series 9220,2.9,4,500,0,HDD,None,2.2,AMD Radeon R,4,1049088
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,489,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,4,500,0,HDD,None,2,Intel HD Graphics,620,1049088
HP,ProBook 470,Notebook,17.3,Windows 10,923,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,2.5,Nvidia GeForce,930,2073600
Dell,Inspiron 3567,Notebook,15.6,Windows 10,459,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,8,1000,0,HDD,None,2.3,Intel HD Graphics,620,1049088
Acer,Aspire A315-51,Notebook,15.6,Windows 10,449,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,2.1,Intel HD Graphics,520,1049088
MSI,GT80S 6QF-074US,Gaming,18.4,Windows 10,2799,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6920HQ,2.9,32,512,1000,SSD,HDD,4.4,Nvidia GTX,980,2073600
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Windows 10,813,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,128,1000,SSD,HDD,1.9,AMD R,17,2073600
HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1499,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.29,Intel UHD Graphics,620,8294400
Dell,Inspiron 5570,Notebook,15.6,Linux,1049,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,16,256,2000,SSD,HDD,2.02,AMD Radeon,530,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1399,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.23,Intel UHD Graphics,620,2073600
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1849,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i7 8550U,1.8,16,512,0,SSD,None,1.4,Intel UHD Graphics,620,8294400
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,793,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,128,0,SSD,None,2,Intel HD Graphics,620,1049088
Xiaomi,Mi Notebook,Notebook,15.6,No OS,1199,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.95,Nvidia GeForce MX,150,2073600
Dell,Inspiron 7773,Notebook,17.3,Windows 10,1549,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 8550U,1.8,16,512,0,SSD,None,2.77,Nvidia GeForce,150,2073600
Dell,XPS 15,Notebook,15.6,Windows 10,2397,3840,2160,1.777777778,K Ultra HD,Yes,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.06,Nvidia GeForce GTX,1050,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,779,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.4,Nvidia GeForce GTX,1050,2073600
Acer,Swift 7,Ultrabook,13.3,Windows 10,989,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7Y54,1.2,8,256,0,SSD,None,1.12,Intel HD Graphics,615,2073600
Dell,Inspiron 5770,Notebook,17.3,Windows 10,1085,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,128,1000,SSD,HDD,2.8,AMD Radeon,530,2073600
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14,Windows 10,2824,2560,1440,1.777777778,Touchscreen,Yes,Intel,Core i7 7500U,2.7,16,1000,0,SSD,None,1.42,Intel HD Graphics,620,3686400
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14,Windows 10,260,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.3,Intel HD Graphics,500,2073600
Xiaomi,Mi Notebook,Ultrabook,13.3,No OS,999.9,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.3,Nvidia GeForce MX,150,2073600
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,No OS,698,1600,900,1.777777778,Other,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,2.8,Nvidia GeForce MX,150,1440000
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,839,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 8550U,1.8,8,1000,0,HDD,None,1.62,Intel UHD Graphics,620,2073600
HP,ProBook 470,Notebook,17.3,Windows 10,914,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,1000,0,HDD,None,2.5,Nvidia GeForce,930,2073600
Razer,Blade Pro,Gaming,17.3,Windows 10,6099,3840,2160,1.777777778,K Ultra HD,Yes,Intel,Core i7 7820HK,2.9,32,1000,0,SSD,None,3.49,Nvidia GeForce GTX,1080,8294400
HP,ProBook 430,Notebook,13.3,Windows 10,959,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,512,0,SSD,None,1.49,Intel UHD Graphics,620,2073600
HP,Omen 17-W295,Gaming,17.3,Windows 10,1379,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,3.35,Nvidia GeForce GTX,1050,2073600
HP,Probook 470,Notebook,17.3,Windows 10,1045,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,2.5,Nvidia GeForce,930,2073600
Dell,Inspiron 7577,Gaming,15.6,Windows 10,1845,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7700HQ,2.8,16,512,1000,SSD,HDD,2.65,Nvidia GeForce GTX,1060,8294400
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,Windows 10,493,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,128,0,SSD,None,2.1,Intel HD Graphics,520,1049088
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,742,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,2.23,Nvidia GeForce,940,2073600
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1749,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,1000,SSD,HDD,3.2,Nvidia GeForce GTX,1060,2073600
Dell,Precision 7520,Workstation,15.6,Windows 10,3055,3840,2160,1.777777778,K Ultra HD,No,Intel,Xeon E3-1505M V6,3,16,256,1000,SSD,HDD,2.8,Nvidia Quadro M,1200,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1398,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.4,Nvidia GeForce GTX,1060,2073600
Dell,Inspiron 3567,Notebook,15.6,Windows 10,439,1366,768,1.778645833,Touchscreen,Yes,Intel,Core i3 7100U,2.4,6,1000,0,HDD,None,2.3,Intel HD Graphics,620,1049088
Dell,XPS 13,Ultrabook,13.3,Windows 10,1949,3840,2160,1.777777778,IPS Panel,Yes,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.21,Intel UHD Graphics,620,8294400
Dell,XPS 13,Ultrabook,13.3,Windows 10,1449,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.2,Intel UHD Graphics,620,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Windows 10,597,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.2,Intel HD Graphics,620,1049088
Acer,Aspire 7,Notebook,15.6,Linux,779,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,1000,0,HDD,None,2.4,Nvidia GeForce GTX,1050,2073600
Asus,ROG GL703VD-GC028T,Gaming,17.3,Windows 10,1407,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.9,Nvidia GeForce GTX,1050,2073600
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,No OS,349,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,2.1,Intel HD Graphics,520,2073600
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,No OS,549,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.2,Intel HD Graphics,620,2073600
Huawei,MateBook X,Ultrabook,13,Windows 10,1499,2160,1440,1.5,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,512,0,SSD,None,1.05,Intel HD Graphics,620,3110400
Dell,Inspiron 5370,Ultrabook,13.3,Windows 10,931.88,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.4,AMD Radeon,530,2073600
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,No OS,589,1600,900,1.777777778,Other,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.8,Nvidia GeForce GTX,940,1440000
HP,Probook 440,Notebook,14,Windows 10,1031,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,1.63,Nvidia GeForce,930,2073600
Dell,Latitude 5490,Ultrabook,14,Windows 10,1149,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.6,Intel UHD Graphics,620,2073600
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,1279,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 8550U,1.8,16,512,0,SSD,None,1.62,Intel UHD Graphics,620,2073600
Dell,Inspiron 3576,Notebook,15.6,Linux,677.35,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,2.2,AMD Radeon,520,2073600
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14,Windows 10,899,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.74,Intel UHD Graphics,620,2073600
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Windows 10,1363,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.2,Intel HD Graphics,520,2073600
HP,ProBook 450,Notebook,15.6,Windows 10,794,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,1000,0,HDD,None,2.1,Intel UHD Graphics,620,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,2456.34,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1060,2073600
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,832,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2.2,Nvidia GeForce,940,2073600
Dell,Inspiron 5567,Notebook,15.6,Windows 10,859.01,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,16,1000,0,HDD,None,2.3,AMD Radeon R,7,2073600
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Windows 10,769,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2,Nvidia GeForce,920,2073600
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Windows 10,891,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,500,SSD,HDD,2.69,Nvidia GeForce GTX,950,2073600
HP,ZBook 15u,Notebook,15.6,Windows 10,1269,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,1.9,AMD FirePro W,4190,2073600
Asus,Pro P2540UA-XO0198T,Notebook,15.6,Windows 10,398.99,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,4,1000,0,HDD,None,2.37,Intel HD Graphics,620,1049088
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,Windows 10,330,1366,768,1.778645833,Other,No,AMD,E-Series 9000e,1.5,4,500,0,HDD,None,2.1,AMD Radeon R,2,1049088
Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1499,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,3.2,Nvidia GeForce GTX,1060,2073600
Dell,Vostro 5468,Notebook,14,Windows 10,859,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.6,Intel HD Graphics,620,2073600
Acer,Aspire R7,2 in 1 Convertible,13.3,Windows 10,689,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.6,Intel HD Graphics,520,2073600
Dell,Inspiron 5567,Notebook,15.6,Linux,899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,2.36,AMD Radeon R,7,2073600
Acer,Aspire A315-51,Notebook,15.6,Linux,390,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.1,Intel HD Graphics,520,1049088
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Windows 10,575,1920,1080,1.777777778,Full HD,No,AMD,A10-Series A10-9620P,2.5,4,128,1000,SSD,HDD,2.2,AMD Radeon R,5,2073600
Asus,ROG G703VI-E5062T,Gaming,17.3,Windows 10,3890,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7820HK,2.9,32,512,1000,SSD,HDD,4.7,Nvidia GeForce GTX,1080,2073600
Acer,Nitro AN515-51,Gaming,15.6,Windows 10,846,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.5,Nvidia GeForce GTX,1050,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,589,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,8,128,0,SSD,None,2.2,Intel HD Graphics,520,1049088
Asus,VivoBook Pro,Notebook,17.3,Windows 10,1145,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,128,1000,SSD,HDD,2.1,Nvidia GeForce,150,2073600
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,No OS,889,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,128,1000,SSD,HDD,2.69,Nvidia GeForce GTX,950,2073600
Dell,Inspiron 5577,Gaming,15.6,Windows 10,879,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.56,Nvidia GeForce GTX,1050,2073600
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Windows 10,1079,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.38,Intel HD Graphics,620,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,985,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,128,2000,SSD,HDD,2.2,AMD Radeon,530,2073600
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Windows 10,559,1366,768,1.778645833,Touchscreen,Yes,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.04,Intel HD Graphics,620,1049088
Asus,Rog G701VIK-BA060T,Gaming,17.3,Windows 10,2999,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7820HK,2.9,16,256,0,SSD,None,3.6,Nvidia GeForce GTX,1080,2073600
HP,ProBook 430,Notebook,13.3,Windows 10,675,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,500,0,HDD,None,1.49,Intel UHD Graphics,620,2073600
Apple,MacBook Pro,Ultrabook,13.3,macOS,2040,2560,1600,1.6,IPS Panel Retina Display,No,Intel,Core i5,3.1,8,512,0,SSD,None,1.37,Intel Iris Plus Graphics,650,4096000
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Windows 10,819,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 8550U,1.8,8,1000,0,HDD,None,2.08,Intel UHD Graphics,620,2073600
Asus,ROG G752VSK-GC493T,Gaming,17.3,Windows 10,1799,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,4.3,Nvidia GeForce GTX,980,2073600
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,469,1366,768,1.778645833,Other,No,AMD,A9-Series 9420,3,4,1000,0,HDD,None,1.68,AMD Radeon R,5,1049088
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1849,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 8550U,1.8,8,512,0,SSD,None,1.37,Intel UHD Graphics,620,2073600
Acer,Aspire 5,Notebook,17.3,Windows 10,702,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 7130U,2.7,4,256,0,SSD,None,3,Nvidia GeForce MX,130,2073600
Dell,Vostro 5370,Ultrabook,13.3,Windows 10,949,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.41,Intel UHD Graphics,620,2073600
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,Windows 10,445.9,1366,768,1.778645833,Other,No,AMD,A6-Series A6-9220,2.5,8,128,0,SSD,None,1.91,AMD Radeon R,4,1049088
HP,Envy 17-U275cl,Notebook,17.3,Windows 10,1059,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,16,1000,0,HDD,None,2.9,Nvidia GeForce MX,150,2073600
MSI,GT73EVR 7RE,Gaming,17.3,Windows 10,2499,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,1000,SSD,HDD,4.14,Nvidia GeForce GTX,1070,2073600
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Windows 10,1699,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7700HQ,2.8,8,512,0,SSD,None,2,Nvidia GeForce GTX,1050,2073600
Dell,Inspiron 5770,Notebook,17.3,Windows 10,1142,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,128,1000,SSD,HDD,2.8,AMD Radeon,530,2073600
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,No OS,444,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,4,256,0,SSD,None,2.2,Intel HD Graphics,520,2073600
